Code,Description
9S3..,Black African
9SA5.,Other African countries (NMO)
XM1S3,Black North African
XaJR7,African - ethnic category 2001 census
XaJST,North African - ethnic category 2001 census
XacvH,African: African/African Scot/African Brit - Scotland 2011
XacvI,African: any other African - Scotland ethnic cat 2011 census
