Code,term
92421000000102,White and Black Caribbean - ethnic grouping 2001 census
92431000000100,White and Black African - ethnic grouping 2001 census
92441000000109,White and Asian - ethnic grouping 2001 census
110771000000104,Black and White - ethnic grouping 2001 census
92451000000107,Other Mixed background - ethnic grouping 2001 census
92581000000100,Black and Asian - ethnic grouping 2001 census
92591000000103,Black and Chinese - ethnic grouping 2001 census
92601000000109,Chinese and White - ethnic grouping 2001 census
92611000000106,Asian and Chinese - ethnic grouping 2001 census
92621000000100,Other Mixed or Mixed unspecified - ethnic grouping 2001 census
92631000000103,Mixed Asian - ethnic grouping 2001 census
92721000000106,Mixed Black - ethnic grouping 2001 census
