92391000000108 ,British or mixed British - ethnic category 2001 census,8703561,1,1 - White British,1
315236000 ,White British,4930267,1,1 - White British,1
494131000000105 ,White British - ethnic category 2001 census,3497489,1,1 - White British,1
185984009 ,White - ethnic group,847659,1,1 - White British,1
110761000000106 ,English - ethnic category 2001 census,348234,1,1 - White British,1
976631000000101 ,White: English or Welsh or Scottish or Northern Irish or British - England and Wales ethnic category 2011 census,161314,1,1 - White British,1
92541000000108 ,Scottish - ethnic category 2001 census,6855,1,1 - White British,1
92571000000102 ,Cornish - ethnic category 2001 census,6586,1,1 - White British,1
401213008 ,White Scottish,6175,1,1 - White British,1
92551000000106 ,Welsh - ethnic category 2001 census,3708,1,1 - White British,1
977931000000106 ,White: other British - Scotland ethnic category 2011 census,1369,1,1 - White British,1
977911000000103 ,White: Scottish - Scotland ethnic category 2011 census,344,1,1 - White British,1
977351000000100 ,White - Northern Ireland ethnic category 2011 census,117,1,1 - White British,1
110751000000108 ,Indian or British Indian - ethnic category 2001 census,689158,1,10 - Indian,3
976791000000107 ,Asian or Asian British: Indian - England and Wales ethnic category 2011 census,14651,1,10 - Indian,3
92641000000107 ,Punjabi - ethnic category 2001 census,5006,1,10 - Indian,3
977591000000103 ,Asian or Asian British: Indian - Northern Ireland ethnic category 2011 census,4538,1,10 - Indian,3
92671000000101 ,Tamil - ethnic category 2001 census,2505,1,10 - Indian,3
978111000000100 ,"Asian or Asian Scottish or Asian British: Indian, Indian Scottish or Indian British - Scotland ethnic category 2011 census",1205,1,10 - Indian,3
92511000000107 ,Chinese - ethnic category 2001 census,162157,1,11 - Chinese,5
33897005 ,Chinese,39802,1,11 - Chinese,5
976851000000107 ,Asian or Asian British: Chinese - England and Wales ethnic category 2011 census,1168,1,11 - Chinese,5
977751000000101 ,Asian or Asian British: Chinese - Northern Ireland ethnic category 2011 census,128,1,11 - Chinese,5
978191000000109 ,Asian or Asian Scottish or Asian British: Chinese - Scotland ethnic category 2011 census,37,1,11 - Chinese,5
92461000000105 ,Pakistani or British Pakistani - ethnic category 2001 census,505274,1,11- Pakistani,3
186002003 ,Pakistani,92518,1,11- Pakistani,3
976811000000108 ,Asian or Asian British: Pakistani - England and Wales ethnic category 2011 census,5036,1,11- Pakistani,3
977711000000100 ,Asian or Asian British: Pakistani - Northern Ireland ethnic category 2011 census,2015,1,11- Pakistani,3
92651000000105 ,Kashmiri - ethnic category 2001 census,930,1,11- Pakistani,3
978071000000106 ,"Asian or Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British - Scotland ethnic category 2011 census",798,1,11- Pakistani,3
92471000000103 ,Bangladeshi or British Bangladeshi - ethnic category 2001 census,115571,1,12 - Bangladeshi,3
186003008 ,Bangladeshi,26498,1,12 - Bangladeshi,3
976831000000100 ,Asian or Asian British: Bangladeshi - England and Wales ethnic category 2011 census,1654,1,12 - Bangladeshi,3
977731000000108 ,Asian or Asian British: Bangladeshi - Northern Ireland ethnic category 2011 census,451,1,12 - Bangladeshi,3
978171000000105 ,"Asian or Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British - Scotland ethnic category 2011 census",139,1,12 - Bangladeshi,3
107691000000105 ,Caribbean - ethnic category 2001 census,105283,1,13 - Caribbean,4
185988007 ,Black Caribbean,29448,1,13 - Caribbean,4
270460000 ,Black Caribbean/West India/Guyana,3975,1,13 - Caribbean,4
976911000000101 ,Black or African or Caribbean or Black British: Caribbean - England and Wales ethnic category 2011 census,1810,1,13 - Caribbean,4
309643000 ,Black West Indian,457,1,13 - Caribbean,4
275592003 ,West Indian (NMO),288,1,13 - Caribbean,4
275591005 ,Caribbean Island (NMO),249,1,13 - Caribbean,4
977811000000105 ,Black or African or Caribbean or Black British: Caribbean - Northern Ireland ethnic category 2011 census,229,1,13 - Caribbean,4
270463003 ,Caribbean I./W.I./Guyana (NMO),146,1,13 - Caribbean,4
978271000000103 ,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British - Scotland ethnic category 2011 census",112,1,13 - Caribbean,4
309644006 ,Black Guyana,93,1,13 - Caribbean,4
275593008 ,Guyana (NMO),78,1,13 - Caribbean,4
160531006 ,Race: West indian,74,1,13 - Caribbean,4
92491000000104 ,African - ethnic category 2001 census,333841,1,14 - African,4
18167009 ,Black African,118629,1,14 - African,4
92711000000100 ,Somali - ethnic category 2001 census,16378,1,14 - African,4
92731000000108 ,Nigerian - ethnic category 2001 census,9685,1,14 - African,4
94061000000107 ,North African - ethnic category 2001 census,4556,1,14 - African,4
185993005 ,Black - other African country,1278,1,14 - African,4
186010002 ,Other African countries (NMO),1174,1,14 - African,4
978231000000100 ,"African: African, African Scottish or African British - Scotland ethnic category 2011 census",463,1,14 - African,4
977791000000109 ,Black or African or Caribbean or Black British: African - Northern Ireland ethnic category 2011 census,401,1,14 - African,4
275586009 ,Black North African,245,1,14 - African,4
978251000000107 ,African: any other African - Scotland ethnic category 2011 census,136,1,14 - African,4
92481000000101 ,Other Asian background - ethnic category 2001 census,274656,1,14 - Other Asian,3
315280000 ,Asian - ethnic group,71280,1,14 - Other Asian,3
315281001 ,Other Asian ethnic group,52535,1,14 - Other Asian,3
86461000000107 ,Sri Lankan - ethnic category 2001 census,25250,1,14 - Other Asian,3
92681000000104 ,British Asian - ethnic category 2001 census,20849,1,14 - Other Asian,3
92701000000102 ,Other Asian or Asian unspecified - ethnic category 2001 census,14175,1,14 - Other Asian,3
92771000000105 ,Filipino - ethnic category 2001 census,13800,1,14 - Other Asian,3
92761000000103 ,Japanese - ethnic category 2001 census,6158,1,14 - Other Asian,3
186013000 ,Other Asian (NMO),5630,1,14 - Other Asian,3
718131000000106 ,Nepali,4766,1,14 - Other Asian,3
92611000000106 ,Asian and Chinese - ethnic category 2001 census,4258,1,14 - Other Asian,3
92751000000101 ,Vietnamese - ethnic category 2001 census,4028,1,14 - Other Asian,3
976871000000103 ,Asian or Asian British: any other Asian background - England and Wales ethnic category 2011 census,3506,1,14 - Other Asian,3
92631000000103 ,Mixed Asian - ethnic category 2001 census,3246,1,14 - Other Asian,3
92781000000107 ,Malaysian - ethnic category 2001 census,3186,1,14 - Other Asian,3
312859007 ,Vietnamese,1886,1,14 - Other Asian,3
92661000000108 ,East African Asian - ethnic category 2001 census,1668,1,14 - Other Asian,3
38361009 ,Koreans,1103,1,14 - Other Asian,3
186044009 ,South East Asian,1017,1,14 - Other Asian,3
185996002 ,Black - other Asian,771,1,14 - Other Asian,3
186012005 ,Indian sub-continent (NMO),750,1,14 - Other Asian,3
977771000000105 ,Asian or Asian British: any other Asian background - Northern Ireland ethnic category 2011 census,670,1,14 - Other Asian,3
92691000000102 ,Caribbean Asian - ethnic category 2001 census,485,1,14 - Other Asian,3
414551003 ,Japanese,305,1,14 - Other Asian,3
110781000000102 ,Sinhalese - ethnic category 2001 census,290,1,14 - Other Asian,3
275596000 ,East African Asian (NMO),269,1,14 - Other Asian,3
978211000000108 ,Asian or Asian Scottish or Asian British: any other Asian group - Scotland ethnic category 2011 census,221,1,14 - Other Asian,3
414978006 ,Oriental,159,1,14 - Other Asian,3
275589002 ,Black East African Asian,158,1,14 - Other Asian,3
270465005 ,E Afric Asian/Indo-Carib (NMO),99,1,14 - Other Asian,3
275597009 ,Indo-Caribbean (NMO),63,1,14 - Other Asian,3
92501000000105 ,Other Black background - ethnic category 2001 census,47616,1,15 - Other Black,4
110791000000100 ,Black British - ethnic category 2001 census,26393,1,15 - Other Black,4
185990008 ,Black British,15377,1,15 - Other Black,4
315240009 ,Black - ethnic group,15035,1,15 - Other Black,4
315279003 ,Other black ethnic group,7722,1,15 - Other Black,4
92741000000104 ,Other Black or Black unspecified - ethnic category 2001 census,4692,1,15 - Other Black,4
185998001 ,"Black - other, mixed",3979,1,15 - Other Black,4
976891000000104 ,Black or African or Caribbean or Black British: African - England and Wales ethnic category 2011 census,3187,1,15 - Other Black,4
185989004 ,"Black, other, non-mixed origin",2611,1,15 - Other Black,4
976931000000109 ,Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census,1893,1,15 - Other Black,4
413465009 ,Afro-Caribbean,1322,1,15 - Other Black,4
977831000000102 ,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census,396,1,15 - Other Black,4
185995003 ,Black Indian sub-continent,292,1,15 - Other Black,4
270462008 ,Black East African Asian/Indo-Caribbean,241,1,15 - Other Black,4
275588005 ,Black Iranian,94,1,15 - Other Black,4
978341000000102 ,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census",90,1,15 - Other Black,4
978361000000101 ,Caribbean or Black: any other Black or Caribbean group - Scotland ethnic category 2011 census,89,1,15 - Other Black,4
275590006 ,Black Indo-Caribbean,47,1,15 - Other Black,4
89001000000105 ,Arab - ethnic category 2001 census,44920,1,16 - Arab,5
94101000000109 ,Moroccan - ethnic category 2001 census,3416,1,16 - Arab,5
90027003 ,Arabs,2527,1,16 - Arab,5
270464009 ,N African Arab/Iranian (NMO),1598,1,16 - Arab,5
275594002 ,North African Arab (NMO),1475,1,16 - Arab,5
976951000000102 ,Other ethnic group: Arab - England and Wales ethnic category 2011 census,810,1,16 - Arab,5
270461001 ,Black N African/Arab/Iranian,575,1,16 - Arab,5
296841000000102 ,Yemeni,526,1,16 - Arab,5
275587000 ,Black Arab,409,1,16 - Arab,5
978381000000105 ,"Other ethnic group: Arab, Arab Scottish or Arab British - Scotland ethnic category 2011 census",195,1,16 - Arab,5
977851000000109 ,Other ethnic group: Arab - Northern Ireland ethnic category 2011 census,107,1,16 - Arab,5
186005001 ,Other ethnic non-mixed (NMO),13788,1,17 - Other ,5
92521000000101 ,Other - ethnic category 2001 census,217997,1,17 - Other ,5
94151000000105 ,Any other group - ethnic category 2001 census,38201,1,17 - Other ,5
94071000000100 ,"Middle Eastern (excluding Israeli, Iranian and Arab) - ethnic category 2001 census",14527,1,17 - Other ,5
94091000000101 ,Kurdish - ethnic category 2001 census,11712,1,17 - Other ,5
89021000000101 ,South and Central American - ethnic category 2001 census,8088,1,17 - Other ,5
94111000000106 ,Latin American - ethnic category 2001 census,5930,1,17 - Other ,5
976971000000106 ,Other ethnic group: any other ethnic group - England and Wales ethnic category 2011 census,3650,1,17 - Other ,5
